,created_at,day_label,relevance_label
591903228381384705,Sat Apr 25 09:55:01 +0000 2015,0,relevant
591903094155390976,Sat Apr 25 09:54:29 +0000 2015,0,relevant
591903273667297282,Sat Apr 25 09:55:12 +0000 2015,0,relevant
592701406295007232,Mon Apr 27 14:46:41 +0000 2015,2,relevant
591903125906198528,Sat Apr 25 09:54:36 +0000 2015,0,relevant
591902961200050176,Sat Apr 25 09:53:57 +0000 2015,0,relevant
591903030234099712,Sat Apr 25 09:54:14 +0000 2015,0,relevant
592134132911579136,Sun Apr 26 01:12:33 +0000 2015,1,relevant
592689537492615170,Mon Apr 27 13:59:32 +0000 2015,2,relevant
591903271796678656,Sat Apr 25 09:55:11 +0000 2015,0,relevant
592741497927241729,Mon Apr 27 17:26:00 +0000 2015,2,relevant
592720476499288064,Mon Apr 27 16:02:28 +0000 2015,2,relevant
592069946030469120,Sat Apr 25 20:57:29 +0000 2015,0,relevant
591903200627666946,Sat Apr 25 09:54:54 +0000 2015,0,relevant
591903285675626496,Sat Apr 25 09:55:14 +0000 2015,0,relevant
591902955072200704,Sat Apr 25 09:53:56 +0000 2015,0,relevant
591903403451686912,Sat Apr 25 09:55:43 +0000 2015,0,relevant
592591797290860544,Mon Apr 27 07:31:08 +0000 2015,2,relevant
592073692819120129,Sat Apr 25 21:12:23 +0000 2015,0,relevant
592640661448314881,Mon Apr 27 10:45:19 +0000 2015,2,relevant
592072500109905922,Sat Apr 25 21:07:38 +0000 2015,0,relevant
592086002233167872,Sat Apr 25 22:01:18 +0000 2015,0,relevant
591903064535105536,Sat Apr 25 09:54:22 +0000 2015,0,relevant
591902845705789440,Sat Apr 25 09:53:30 +0000 2015,0,relevant
592077348012359680,Sat Apr 25 21:26:54 +0000 2015,0,relevant
591961481782099969,Sat Apr 25 13:46:30 +0000 2015,0,relevant
591903017798012928,Sat Apr 25 09:54:11 +0000 2015,0,relevant
592593578699968512,Mon Apr 27 07:38:13 +0000 2015,2,relevant
591902872641609729,Sat Apr 25 09:53:36 +0000 2015,0,relevant
591903407595606016,Sat Apr 25 09:55:44 +0000 2015,0,relevant
592645016394203137,Mon Apr 27 11:02:37 +0000 2015,2,relevant
591903361353388033,Sat Apr 25 09:55:33 +0000 2015,0,relevant
591902779070746625,Sat Apr 25 09:53:14 +0000 2015,0,relevant
591903399823605760,Sat Apr 25 09:55:42 +0000 2015,0,relevant
591913907540885504,Sat Apr 25 10:37:27 +0000 2015,0,relevant
592837125936160768,Mon Apr 27 23:45:59 +0000 2015,2,relevant
591903007765360640,Sat Apr 25 09:54:08 +0000 2015,0,relevant
592084696349155328,Sat Apr 25 21:56:06 +0000 2015,0,relevant
592682762131365889,Mon Apr 27 13:32:36 +0000 2015,2,relevant
592074832159707136,Sat Apr 25 21:16:54 +0000 2015,0,relevant
593153298510848000,Tue Apr 28 20:42:21 +0000 2015,3,relevant
592846336191500289,Tue Apr 28 00:22:35 +0000 2015,3,relevant
591961183525195777,Sat Apr 25 13:45:18 +0000 2015,0,relevant
591906354945634304,Sat Apr 25 10:07:26 +0000 2015,0,relevant
592608481657532416,Mon Apr 27 08:37:26 +0000 2015,2,relevant
591902747793829889,Sat Apr 25 09:53:06 +0000 2015,0,relevant
593155636264763392,Tue Apr 28 20:51:38 +0000 2015,3,relevant
591902841427529728,Sat Apr 25 09:53:29 +0000 2015,0,relevant
591903251555024896,Sat Apr 25 09:55:06 +0000 2015,0,relevant
591903350892810240,Sat Apr 25 09:55:30 +0000 2015,0,relevant
591902890479878144,Sat Apr 25 09:53:40 +0000 2015,0,relevant
591911076637319169,Sat Apr 25 10:26:12 +0000 2015,0,relevant
591903003495432192,Sat Apr 25 09:54:07 +0000 2015,0,relevant
591902975989293056,Sat Apr 25 09:54:01 +0000 2015,0,relevant
592086528030953472,Sat Apr 25 22:03:23 +0000 2015,0,relevant
591903371126276096,Sat Apr 25 09:55:35 +0000 2015,0,relevant
591903055466991616,Sat Apr 25 09:54:20 +0000 2015,0,relevant
591902704592523265,Sat Apr 25 09:52:56 +0000 2015,0,relevant
592085999703990272,Sat Apr 25 22:01:17 +0000 2015,0,relevant
591903300137549824,Sat Apr 25 09:55:18 +0000 2015,0,relevant
591910810332463105,Sat Apr 25 10:25:09 +0000 2015,0,relevant
591903272857808896,Sat Apr 25 09:55:11 +0000 2015,0,relevant
591903135943131136,Sat Apr 25 09:54:39 +0000 2015,0,relevant
592809134761869312,Mon Apr 27 21:54:46 +0000 2015,2,relevant
592929001565528064,Tue Apr 28 05:51:04 +0000 2015,3,relevant
592588904659812352,Mon Apr 27 07:19:39 +0000 2015,2,relevant
591902978627493888,Sat Apr 25 09:54:01 +0000 2015,0,relevant
592593182598107136,Mon Apr 27 07:36:39 +0000 2015,2,relevant
591903278348238848,Sat Apr 25 09:55:13 +0000 2015,0,relevant
591960954868527104,Sat Apr 25 13:44:24 +0000 2015,0,relevant
592705045004742656,Mon Apr 27 15:01:09 +0000 2015,2,relevant
592685988146712579,Mon Apr 27 13:45:25 +0000 2015,2,relevant
591903366835412992,Sat Apr 25 09:55:34 +0000 2015,0,relevant
592720448439373824,Mon Apr 27 16:02:21 +0000 2015,2,relevant
591918971827388416,Sat Apr 25 10:57:34 +0000 2015,0,relevant
592594027653898241,Mon Apr 27 07:40:00 +0000 2015,2,relevant
591903268747517953,Sat Apr 25 09:55:10 +0000 2015,0,relevant
591903315119640576,Sat Apr 25 09:55:22 +0000 2015,0,relevant
591902798255534080,Sat Apr 25 09:53:18 +0000 2015,0,relevant
591903036261314560,Sat Apr 25 09:54:15 +0000 2015,0,relevant
591903013108781056,Sat Apr 25 09:54:10 +0000 2015,0,relevant
591961061865066498,Sat Apr 25 13:44:49 +0000 2015,0,relevant
591911568390000640,Sat Apr 25 10:28:09 +0000 2015,0,relevant
591903100480413696,Sat Apr 25 09:54:30 +0000 2015,0,relevant
592201147282100224,Sun Apr 26 05:38:50 +0000 2015,1,relevant
591903060852477952,Sat Apr 25 09:54:21 +0000 2015,0,relevant
592628883742162944,Mon Apr 27 09:58:31 +0000 2015,2,relevant
591903290914316288,Sat Apr 25 09:55:16 +0000 2015,0,relevant
591902706421215233,Sat Apr 25 09:52:56 +0000 2015,0,relevant
591903367493853184,Sat Apr 25 09:55:34 +0000 2015,0,relevant
592769951787851776,Mon Apr 27 19:19:04 +0000 2015,2,relevant
591913529428475904,Sat Apr 25 10:35:57 +0000 2015,0,relevant
591903273231060992,Sat Apr 25 09:55:12 +0000 2015,0,relevant
591903048739397634,Sat Apr 25 09:54:18 +0000 2015,0,relevant
592595116801527808,Mon Apr 27 07:44:20 +0000 2015,2,relevant
591903223323078656,Sat Apr 25 09:55:00 +0000 2015,0,relevant
591963091836928000,Sat Apr 25 13:52:53 +0000 2015,0,relevant
591902711223816192,Sat Apr 25 09:52:58 +0000 2015,0,relevant
591920514915897344,Sat Apr 25 11:03:42 +0000 2015,0,relevant
592695094047875073,Mon Apr 27 14:21:36 +0000 2015,2,relevant
591967031056039937,Sat Apr 25 14:08:33 +0000 2015,0,relevant
591903225546207232,Sat Apr 25 09:55:00 +0000 2015,0,relevant
592197119928356864,Sun Apr 26 05:22:50 +0000 2015,1,relevant
591903018582347777,Sat Apr 25 09:54:11 +0000 2015,0,relevant
592591597050535936,Mon Apr 27 07:30:21 +0000 2015,2,relevant
591903261818560512,Sat Apr 25 09:55:09 +0000 2015,0,relevant
591919227159752704,Sat Apr 25 10:58:35 +0000 2015,0,relevant
592813884676911104,Mon Apr 27 22:13:38 +0000 2015,2,relevant
591913758068379648,Sat Apr 25 10:36:51 +0000 2015,0,relevant
591903284039786496,Sat Apr 25 09:55:14 +0000 2015,0,relevant
591902716877647872,Sat Apr 25 09:52:59 +0000 2015,0,relevant
592155276171550720,Sun Apr 26 02:36:34 +0000 2015,1,relevant
591903235704688640,Sat Apr 25 09:55:03 +0000 2015,0,relevant
592810724327628800,Mon Apr 27 22:01:05 +0000 2015,2,relevant
592071993140248576,Sat Apr 25 21:05:37 +0000 2015,0,relevant
592163108992483329,Sun Apr 26 03:07:41 +0000 2015,1,relevant
591902843302449152,Sat Apr 25 09:53:29 +0000 2015,0,relevant
591902780157075456,Sat Apr 25 09:53:14 +0000 2015,0,relevant
591903026279010304,Sat Apr 25 09:54:13 +0000 2015,0,relevant
591908943271591936,Sat Apr 25 10:17:43 +0000 2015,0,relevant
591902973736853504,Sat Apr 25 09:54:00 +0000 2015,0,relevant
591903246974726145,Sat Apr 25 09:55:05 +0000 2015,0,relevant
591907210315239424,Sat Apr 25 10:10:50 +0000 2015,0,relevant
591902855335804928,Sat Apr 25 09:53:32 +0000 2015,0,relevant
591903212061339648,Sat Apr 25 09:54:57 +0000 2015,0,relevant
592673339677745152,Mon Apr 27 12:55:10 +0000 2015,2,relevant
592070499456290817,Sat Apr 25 20:59:41 +0000 2015,0,relevant
592068183609241600,Sat Apr 25 20:50:29 +0000 2015,0,relevant
592701435227287552,Mon Apr 27 14:46:48 +0000 2015,2,relevant
591902966946271232,Sat Apr 25 09:53:59 +0000 2015,0,relevant
591902775262347264,Sat Apr 25 09:53:13 +0000 2015,0,relevant
591903289236557824,Sat Apr 25 09:55:15 +0000 2015,0,relevant
591902774599626754,Sat Apr 25 09:53:13 +0000 2015,0,relevant
592894222870650880,Tue Apr 28 03:32:52 +0000 2015,3,relevant
592817855898456065,Mon Apr 27 22:29:25 +0000 2015,2,relevant
593021543438913537,Tue Apr 28 11:58:48 +0000 2015,3,relevant
591913818705534977,Sat Apr 25 10:37:06 +0000 2015,0,relevant
593265536932261888,Wed Apr 29 04:08:21 +0000 2015,4,relevant
592963580166803457,Tue Apr 28 08:08:28 +0000 2015,3,relevant
592658613400928256,Mon Apr 27 11:56:39 +0000 2015,2,relevant
591903255422087168,Sat Apr 25 09:55:07 +0000 2015,0,relevant
591903064329564162,Sat Apr 25 09:54:22 +0000 2015,0,relevant
591902705376985088,Sat Apr 25 09:52:56 +0000 2015,0,relevant
592590775830978560,Mon Apr 27 07:27:05 +0000 2015,2,relevant
591902980259115010,Sat Apr 25 09:54:02 +0000 2015,0,relevant
591906395106234368,Sat Apr 25 10:07:36 +0000 2015,0,relevant
592591608278745088,Mon Apr 27 07:30:23 +0000 2015,2,relevant
591903382815703040,Sat Apr 25 09:55:38 +0000 2015,0,relevant
591903256638464000,Sat Apr 25 09:55:08 +0000 2015,0,relevant
591906341893120000,Sat Apr 25 10:07:23 +0000 2015,0,relevant
591902892040257536,Sat Apr 25 09:53:41 +0000 2015,0,relevant
592629055536533505,Mon Apr 27 09:59:12 +0000 2015,2,relevant
592160168051277826,Sun Apr 26 02:56:00 +0000 2015,1,relevant
591903392705941504,Sat Apr 25 09:55:40 +0000 2015,0,relevant
592087960583073792,Sat Apr 25 22:09:04 +0000 2015,0,relevant
591903309885112321,Sat Apr 25 09:55:20 +0000 2015,0,relevant
592592306961838080,Mon Apr 27 07:33:10 +0000 2015,2,relevant
592652925756903424,Mon Apr 27 11:34:03 +0000 2015,2,relevant
591961423644790784,Sat Apr 25 13:46:16 +0000 2015,0,relevant
591903222316433409,Sat Apr 25 09:54:59 +0000 2015,0,relevant
591902869189566464,Sat Apr 25 09:53:35 +0000 2015,0,relevant
592882199323660288,Tue Apr 28 02:45:06 +0000 2015,3,relevant
592593428812210176,Mon Apr 27 07:37:37 +0000 2015,2,relevant
591903018930569216,Sat Apr 25 09:54:11 +0000 2015,0,relevant
592639861183488000,Mon Apr 27 10:42:08 +0000 2015,2,relevant
591902804131717122,Sat Apr 25 09:53:20 +0000 2015,0,relevant
592602515356585984,Mon Apr 27 08:13:44 +0000 2015,2,relevant
591913523334090752,Sat Apr 25 10:35:55 +0000 2015,0,relevant
591902887267028993,Sat Apr 25 09:53:40 +0000 2015,0,relevant
591994925023105024,Sat Apr 25 15:59:23 +0000 2015,0,relevant
591902890253385729,Sat Apr 25 09:53:40 +0000 2015,0,relevant
591902841016492034,Sat Apr 25 09:53:28 +0000 2015,0,relevant
592643882506063872,Mon Apr 27 10:58:07 +0000 2015,2,relevant
591919256658440192,Sat Apr 25 10:58:42 +0000 2015,0,relevant
592073333157400576,Sat Apr 25 21:10:57 +0000 2015,0,relevant
591902856430493697,Sat Apr 25 09:53:32 +0000 2015,0,relevant
591902857886044160,Sat Apr 25 09:53:33 +0000 2015,0,relevant
591903369079336960,Sat Apr 25 09:55:34 +0000 2015,0,relevant
592957076202131456,Tue Apr 28 07:42:38 +0000 2015,3,relevant
591902999347265536,Sat Apr 25 09:54:06 +0000 2015,0,relevant
591903097162600449,Sat Apr 25 09:54:30 +0000 2015,0,relevant
591902755066904576,Sat Apr 25 09:53:08 +0000 2015,0,relevant
592594005440888833,Mon Apr 27 07:39:55 +0000 2015,2,relevant
592135777540276224,Sun Apr 26 01:19:05 +0000 2015,1,relevant
591902756631285760,Sat Apr 25 09:53:08 +0000 2015,0,relevant
592797863115157506,Mon Apr 27 21:09:58 +0000 2015,2,relevant
591902966539558912,Sat Apr 25 09:53:58 +0000 2015,0,relevant
592607170350469120,Mon Apr 27 08:32:14 +0000 2015,2,relevant
591902715955019776,Sat Apr 25 09:52:59 +0000 2015,0,relevant
591916196242563072,Sat Apr 25 10:46:33 +0000 2015,0,relevant
591903063176163329,Sat Apr 25 09:54:21 +0000 2015,0,relevant
592630286522920960,Mon Apr 27 10:04:05 +0000 2015,2,relevant
592072710735421442,Sat Apr 25 21:08:29 +0000 2015,0,relevant
591903364243263489,Sat Apr 25 09:55:33 +0000 2015,0,relevant
592620981576863744,Mon Apr 27 09:27:07 +0000 2015,2,relevant
591902818975522816,Sat Apr 25 09:53:23 +0000 2015,0,relevant
591991576227905536,Sat Apr 25 15:46:05 +0000 2015,0,relevant
591903225436995585,Sat Apr 25 09:55:00 +0000 2015,0,relevant
592822608728555522,Mon Apr 27 22:48:18 +0000 2015,2,relevant
591903202561298432,Sat Apr 25 09:54:55 +0000 2015,0,relevant
592971039409311744,Tue Apr 28 08:38:07 +0000 2015,3,relevant
591914620530532352,Sat Apr 25 10:40:17 +0000 2015,0,relevant
591918453818167296,Sat Apr 25 10:55:31 +0000 2015,0,relevant
591902753447784448,Sat Apr 25 09:53:08 +0000 2015,0,relevant
591902768727654403,Sat Apr 25 09:53:11 +0000 2015,0,relevant
591903096474902528,Sat Apr 25 09:54:29 +0000 2015,0,relevant
591903354583781377,Sat Apr 25 09:55:31 +0000 2015,0,relevant
591902851846156288,Sat Apr 25 09:53:31 +0000 2015,0,relevant
591903375987322880,Sat Apr 25 09:55:36 +0000 2015,0,relevant
592084646504112128,Sat Apr 25 21:55:54 +0000 2015,0,relevant
591902712783970304,Sat Apr 25 09:52:58 +0000 2015,0,relevant
591981422732308481,Sat Apr 25 15:05:44 +0000 2015,0,relevant
592075310142742528,Sat Apr 25 21:18:48 +0000 2015,0,relevant
591902799081836544,Sat Apr 25 09:53:18 +0000 2015,0,relevant
593239847470387200,Wed Apr 29 02:26:16 +0000 2015,4,relevant
591903232751874048,Sat Apr 25 09:55:02 +0000 2015,0,relevant
591903285872852992,Sat Apr 25 09:55:15 +0000 2015,0,relevant
591903041218949120,Sat Apr 25 09:54:16 +0000 2015,0,relevant
591915479691702272,Sat Apr 25 10:43:42 +0000 2015,0,relevant
591903407989870593,Sat Apr 25 09:55:44 +0000 2015,0,relevant
592592060479315969,Mon Apr 27 07:32:11 +0000 2015,2,relevant
592072212053663744,Sat Apr 25 21:06:30 +0000 2015,0,relevant
591903207544197120,Sat Apr 25 09:54:56 +0000 2015,0,relevant
591903054888206337,Sat Apr 25 09:54:19 +0000 2015,0,relevant
592900359410036739,Tue Apr 28 03:57:15 +0000 2015,3,relevant
591903135498510337,Sat Apr 25 09:54:39 +0000 2015,0,relevant
591902803745964032,Sat Apr 25 09:53:20 +0000 2015,0,relevant
591907384877973504,Sat Apr 25 10:11:32 +0000 2015,0,relevant
591903254298042368,Sat Apr 25 09:55:07 +0000 2015,0,relevant
591903013364756480,Sat Apr 25 09:54:10 +0000 2015,0,relevant
591903325500678144,Sat Apr 25 09:55:24 +0000 2015,0,relevant
591903073825464320,Sat Apr 25 09:54:24 +0000 2015,0,relevant
591902990421757952,Sat Apr 25 09:54:04 +0000 2015,0,relevant
591902955571314688,Sat Apr 25 09:53:56 +0000 2015,0,relevant
591903357075386368,Sat Apr 25 09:55:32 +0000 2015,0,relevant
592069648528580608,Sat Apr 25 20:56:18 +0000 2015,0,relevant
592755610384347136,Mon Apr 27 18:22:05 +0000 2015,2,relevant
591902987477393408,Sat Apr 25 09:54:03 +0000 2015,0,relevant
591919257321152512,Sat Apr 25 10:58:42 +0000 2015,0,relevant
591903381238583296,Sat Apr 25 09:55:37 +0000 2015,0,relevant
591995006585470976,Sat Apr 25 15:59:42 +0000 2015,0,relevant
591903263340957696,Sat Apr 25 09:55:09 +0000 2015,0,relevant
591902899879354368,Sat Apr 25 09:53:43 +0000 2015,0,relevant
592163513730138112,Sun Apr 26 03:09:18 +0000 2015,1,relevant
591902764747206656,Sat Apr 25 09:53:10 +0000 2015,0,relevant
592931229764349952,Tue Apr 28 05:59:55 +0000 2015,3,relevant
591903208718503936,Sat Apr 25 09:54:56 +0000 2015,0,relevant
592887227530743808,Tue Apr 28 03:05:05 +0000 2015,3,relevant
591902755150659584,Sat Apr 25 09:53:08 +0000 2015,0,relevant
591902791888568320,Sat Apr 25 09:53:17 +0000 2015,0,relevant
591903254381887491,Sat Apr 25 09:55:07 +0000 2015,0,relevant
591902712138043392,Sat Apr 25 09:52:58 +0000 2015,0,relevant
592772778643890178,Mon Apr 27 19:30:18 +0000 2015,2,relevant
591902794103136256,Sat Apr 25 09:53:17 +0000 2015,0,relevant
591903070344216576,Sat Apr 25 09:54:23 +0000 2015,0,relevant
591903071397093376,Sat Apr 25 09:54:23 +0000 2015,0,relevant
591903342382612481,Sat Apr 25 09:55:28 +0000 2015,0,relevant
591902952983556096,Sat Apr 25 09:53:55 +0000 2015,0,relevant
592321221968068608,Sun Apr 26 13:35:58 +0000 2015,1,relevant
591903351387848704,Sat Apr 25 09:55:30 +0000 2015,0,relevant
591903291539238913,Sat Apr 25 09:55:16 +0000 2015,0,relevant
592068989976748033,Sat Apr 25 20:53:41 +0000 2015,0,relevant
592998571219103744,Tue Apr 28 10:27:31 +0000 2015,3,relevant
591903056234582016,Sat Apr 25 09:54:20 +0000 2015,0,relevant
591919651271114752,Sat Apr 25 11:00:16 +0000 2015,0,relevant
591903047095193600,Sat Apr 25 09:54:18 +0000 2015,0,relevant
591903386309513216,Sat Apr 25 09:55:38 +0000 2015,0,relevant
591903372980039680,Sat Apr 25 09:55:35 +0000 2015,0,relevant
592834007672475649,Mon Apr 27 23:33:36 +0000 2015,2,relevant
591902895978614784,Sat Apr 25 09:53:42 +0000 2015,0,relevant
591903363484098560,Sat Apr 25 09:55:33 +0000 2015,0,relevant
591963309634494464,Sat Apr 25 13:53:45 +0000 2015,0,relevant
592088680476508160,Sat Apr 25 22:11:56 +0000 2015,0,relevant
592594092091027457,Mon Apr 27 07:40:16 +0000 2015,2,relevant
591903376218030080,Sat Apr 25 09:55:36 +0000 2015,0,relevant
591902904857964545,Sat Apr 25 09:53:44 +0000 2015,0,relevant
591902731696214017,Sat Apr 25 09:53:02 +0000 2015,0,relevant
592071476557258752,Sat Apr 25 21:03:34 +0000 2015,0,relevant
591902720149168129,Sat Apr 25 09:53:00 +0000 2015,0,relevant
592155886413488129,Sun Apr 26 02:38:59 +0000 2015,1,relevant
591903024831954944,Sat Apr 25 09:54:12 +0000 2015,0,relevant
591903043739750400,Sat Apr 25 09:54:17 +0000 2015,0,relevant
591911049760116737,Sat Apr 25 10:26:06 +0000 2015,0,relevant
591903354294501376,Sat Apr 25 09:55:31 +0000 2015,0,relevant
591902734112018433,Sat Apr 25 09:53:03 +0000 2015,0,relevant
593213105443770369,Wed Apr 29 00:40:00 +0000 2015,4,relevant
591903111398043648,Sat Apr 25 09:54:33 +0000 2015,0,relevant
592655958226116609,Mon Apr 27 11:46:06 +0000 2015,2,relevant
592673938506911744,Mon Apr 27 12:57:32 +0000 2015,2,relevant
591902788734590976,Sat Apr 25 09:53:16 +0000 2015,0,relevant
591903014505598977,Sat Apr 25 09:54:10 +0000 2015,0,relevant
591903290897637376,Sat Apr 25 09:55:16 +0000 2015,0,relevant
591903092150403072,Sat Apr 25 09:54:28 +0000 2015,0,relevant
591903077407555584,Sat Apr 25 09:54:25 +0000 2015,0,relevant
591902986231767040,Sat Apr 25 09:54:03 +0000 2015,0,relevant
591903020453109760,Sat Apr 25 09:54:11 +0000 2015,0,relevant
591903124257837056,Sat Apr 25 09:54:36 +0000 2015,0,relevant
591903133225234432,Sat Apr 25 09:54:38 +0000 2015,0,relevant
591902724339290112,Sat Apr 25 09:53:01 +0000 2015,0,relevant
591903028485214208,Sat Apr 25 09:54:13 +0000 2015,0,relevant
591902739203891200,Sat Apr 25 09:53:04 +0000 2015,0,relevant
591913708613279744,Sat Apr 25 10:36:40 +0000 2015,0,relevant
592591578344071168,Mon Apr 27 07:30:16 +0000 2015,2,relevant
591903264934887424,Sat Apr 25 09:55:10 +0000 2015,0,relevant
592592393892802560,Mon Apr 27 07:33:31 +0000 2015,2,relevant
591902982427549697,Sat Apr 25 09:54:02 +0000 2015,0,relevant
591902808133087232,Sat Apr 25 09:53:21 +0000 2015,0,relevant
592588898150256640,Mon Apr 27 07:19:37 +0000 2015,2,relevant
591911070714855424,Sat Apr 25 10:26:11 +0000 2015,0,relevant
591902837103169537,Sat Apr 25 09:53:28 +0000 2015,0,relevant
592631115355140096,Mon Apr 27 10:07:23 +0000 2015,2,relevant
592637871862910976,Mon Apr 27 10:34:13 +0000 2015,2,relevant
591903276301307905,Sat Apr 25 09:55:12 +0000 2015,0,relevant
591903280604676096,Sat Apr 25 09:55:13 +0000 2015,0,relevant
